Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-04-16,10.584854234899645,10.768938480819575,10.502016104789945,10.713713645935059,4551400,0.0,0
2010-04-19,10.676895910896423,10.676895910896423,10.492810802466982,10.630874633789062,364900,0.0,0
2010-04-20,10.658487048940339,10.695303895069657,10.584853356681702,10.630874633789062,367700,0.0,0
2010-04-22,10.649284351419066,10.667693216371687,10.53883379505232,10.584855079650879,2086400,0.0,0
2010-04-23,10.658488783895375,10.658488783895375,10.446792103638195,10.584855079650879,1107300,0.0,0
2010-04-26,10.483608602294236,10.58485472277105,10.474404170128263,10.492812156677246,45400,0.0,0
2010-04-27,10.57565098407967,10.57565098407967,10.363954297078536,10.465200424194336,283100,0.0,0
2010-04-28,10.557242304056095,10.557242304056095,10.124643647867961,10.492812156677246,37900,0.0,0
2010-04-29,10.391566212146868,10.584854901990182,10.354749360642568,10.538833618164062,159700,0.0,0
2010-04-30,10.492812465884247,10.943819999694824,10.492812465884247,10.943819999694824,708400,0.0,0
2010-05-03,10.72291773502708,10.851777152493295,10.584854763142753,10.768939018249512,6100,0.0,0
2010-05-04,10.768939340262122,10.768939340262122,10.584855079650879,10.584855079650879,225600,0.0,0
2010-05-05,10.584855079650879,10.584855079650879,10.584855079650879,10.584855079650879,0,0.0,0
2010-05-06,10.62167228371975,10.759735264307118,10.060215050805958,10.676898002624512,445700,0.0,0
2010-05-07,10.584856124765858,10.584856124765858,10.354750556836166,10.566447257995605,121800,0.0,0
2010-05-10,10.953023600873363,11.017453750424545,10.53883379505232,10.584855079650879,82100,0.0,0
2010-05-11,10.584855079650879,10.584855079650879,10.584855079650879,10.584855079650879,36800,0.0,0
2010-05-12,10.179869260823795,10.934615135192871,10.179869260823795,10.934615135192871,39900,0.0,0
2010-05-13,10.860980033874512,10.962226140280737,10.58485325175054,10.860980033874512,297800,0.0,0
2010-05-14,10.953023910522461,10.953023910522461,10.953023910522461,10.953023910522461,100,0.0,0
2010-05-17,10.953022488047514,11.026656184810836,10.722916966216408,10.814959526062012,120100,0.0,0
2010-05-18,10.943821483643136,10.943821483643136,10.492813888677325,10.722919464111328,10600,0.0,0
2010-05-19,10.492812321860743,10.667693024635444,10.308728064558148,10.474404335021973,76100,0.0,0
2010-05-20,10.308729338578091,10.354750628037095,9.480349639448358,9.802496910095215,189600,0.0,0
2010-05-21,10.032600830469075,10.308727644050864,9.517164931047152,9.55398178100586,231900,0.0,0
2010-05-24,9.572390994619576,9.81170098893083,9.29626502341142,9.646024703979492,265000,0.0,0
2010-05-25,9.63681992804779,9.664432346114609,9.397509964047522,9.61841106414795,138600,0.0,0
2010-05-26,9.747271795789748,9.82090550577745,9.664433652607821,9.710454940795898,543000,0.0,0
2010-05-27,9.710454484050324,10.492812835316023,9.710454484050324,10.400771141052246,138600,0.0,0
2010-05-28,10.400771141052248,10.400771141052248,10.400771141052248,10.400771141052246,0,0.0,0
